node,delay,bandwidth
C,0.0014302730560302734,44746.70045007501
A,0.0015575885772705078,41089.155977345785
B,0.0016379356384277344,39073.57438136827
C,0.0009286403656005859,68917.96046213094
B,0.007897138595581055,8104.201189505781
B,0.001322031021118164,48410.36176735798
B,0.008082389831542969,7918.4500294985255
B,0.0077855587005615234,8220.347756851937
C,0.009222030639648438,6939.903205791106
B,0.007591724395751953,8430.23227184222
C,0.00915074348449707,6993.9672233657275
B,0.009116649627685547,7020.122809770385
C,0.00584721565246582,10945.380468909276
C,0.005328655242919922,12010.534944071589
C,0.004017353057861328,15930.88759643917
C,0.0039119720458984375,16360.035104826913
B,0.006009578704833984,10649.665000396732
C,0.0027670860290527344,23129.02429777701
C,0.002514362335205078,25453.76977052911
C,0.008788585662841797,7282.1728609408065
C,0.009413480758666992,6798.760377884153
C,0.00833749771118164,7676.1640263082645
C,0.009168148040771484,6980.6900712539655
C,0.007734060287475586,8275.084188785104
C,0.0028181076049804688,22710.27546531303
C,0.0017313957214355469,36964.39768658772
C,0.00812530517578125,7876.627230046948
C,0.0032815933227539062,19502.72130194711
C,0.006101846694946289,10488.627984214434
C,0.008071422576904297,7929.209428723341
C,0.0077550411224365234,8252.696406062656
C,0.007952451705932617,8047.8325888172685
B,0.00785684585571289,8145.762456757905
C,0.002020120620727539,31681.276525433732
C,0.004273176193237305,14977.149807509904
B,0.004616975784301758,13861.887735605475
C,0.0029616355895996094,21609.680888745774
C,0.008035898208618164,7964.262156950007
C,0.0024209022521972656,26436.42466023242
B,0.008072853088378906,7927.804370939161
C,0.008183717727661133,7820.40658412236
C,0.008194446563720703,7810.167471632238
C,0.007919788360595703,8081.024023119995
C,0.0048792362213134766,13116.807036403616
A,0.0026459693908691406,24187.732564426024
C,0.006611347198486328,9680.326577713668
A,0.0023887157440185547,26792.6395847889
B,0.007704257965087891,8307.09463390481
C,0.009126424789428711,7012.603673032211
A,0.009066343307495117,7059.075288610724
B,0.008632659912109375,7413.7057003977025
C,0.009246826171875,6921.293729372937
C,0.009120941162109375,7016.81974069427
C,0.008826971054077148,7250.505253491073
C,0.009194612503051758,6960.597847789446
B,0.006443023681640625,9933.22439313203
C,0.008730411529541016,7330.696815773663
C,0.0046520233154296875,13757.454694546945
C,0.008153915405273438,7848.989941520468
C,0.0027523040771484375,23253.24462924463
C,0.008400201797485352,7618.864587176795
C,0.009479045867919922,6751.734393078123
B,0.004772186279296875,13411.043964828137
B,0.00900888442993164,7104.098237442439
C,0.009437322616577148,6781.58441755299
C,0.0024940967559814453,25660.592295191665
C,0.009479522705078125,6751.39476861167
C,0.0015544891357421875,41171.08220858896
A,0.009093999862670898,7037.607319822772
C,0.0078012943267822266,8203.766877540418
C,0.008865118026733398,7219.306026947798
C,0.0244290828704834,2619.828191639909
C,0.009308815002441406,6875.203770105522
C,0.008882999420166016,7204.773632508454
B,0.00815129280090332,7851.5152826932635
B,0.009175539016723633,6975.067065090295
C,0.00959157943725586,6672.519413373105
C,0.008973360061645508,7132.22244068337
B,0.00830388069152832,7707.239828878233
B,0.007873773574829102,8128.249992429977
B,0.008916616439819336,7177.61052434557
B,0.00900888442993164,7104.098237442439
C,0.004992246627807617,12819.879459382015
C,0.009048938751220703,7072.652579438268
A,0.008033037185668945,7967.098685186834
B,0.007602214813232422,8418.599259863262
C,0.009155511856079102,6990.32462696284
C,0.009057760238647461,7065.7644178884475
B,0.009284734725952148,6893.034845800272
C,0.008363723754882812,7652.093956670467
C,0.009134769439697266,7006.197630109098
A,0.007555484771728516,8470.66759230041
B,0.009189367294311523,6964.570894844719
C,0.0041043758392333984,15593.113912285797
B,0.009393692016601562,6813.082639593908
C,0.009042978286743164,7077.314350496981
B,0.009091615676879883,7039.452862350196
B,0.0052869319915771484,12105.319323562571
C,0.0027551651000976562,23229.097957770857
C,0.009211301803588867,6947.986437168371
C,0.00902104377746582,7094.5227158601365
C,0.008884668350219727,7203.420260297867
C,0.00896310806274414,7140.38027344789
C,0.007498025894165039,8535.580018442557
C,0.009272575378417969,6902.073845520929
C,0.005128383636474609,12479.56559739656
B,0.008479595184326172,7547.530113029297
A,0.007422685623168945,8622.216169338002
B,0.009310483932495117,6873.9713707715555
C,0.00868844985961914,7366.101092146425
C,0.009057044982910156,7066.32241760556
C,0.009617090225219727,6654.81954533059
C,0.0038301944732666016,16709.33432928727
B,0.009357213973999023,6839.642673325349
C,0.00896453857421875,7139.24085106383
C,0.00892329216003418,7172.240788735405
B,0.009157180786132812,6989.050614455322
C,0.008905172348022461,7186.834515809483
C,0.00846099853515625,7564.119026149684
A,0.00850367546081543,7526.157400398127
C,0.007590055465698242,8432.085943144339
B,0.004023313522338867,15907.286281481482
C,0.009604930877685547,6663.244203941816
C,0.009265899658203125,6907.046521202141
B,0.005153179168701172,12419.517719996298
C,0.002238035202026367,28596.51177159902
C,0.004023551940917969,15906.343683337283
B,0.00455474853515625,14051.269681742044
A,0.009035110473632812,7083.477306312012
C,0.008212566375732422,7792.935493235789
B,0.007584333419799805,8438.447581025432
C,0.009477376937866211,6752.923347840306
C,0.00902414321899414,7092.086023778072
C,0.008064746856689453,7935.772955714539
C,0.00886988639831543,7215.424992608123
C,0.006649017333984375,9625.482501434308
C,0.009387969970703125,6817.235270215359
C,0.009153127670288086,6992.145450756688
B,0.009085655212402344,7044.070956229663
C,0.008908510208129883,7184.141736919577
C,0.008507251739501953,7522.993554172972
B,0.004119396209716797,15536.25743720338
C,0.0074656009674072266,8572.652125315364
C,0.009113311767578125,7022.694014231896
B,0.009176015853881836,6974.704601553772
B,0.009408712387084961,6802.2060157616
B,0.008675575256347656,7377.032428273057
B,0.009239912033081055,6926.47286801703
A,0.009265899658203125,6907.046521202141
B,0.009130239486694336,7009.673743308526
B,0.006510257720947266,9830.640005859517
C,0.009435653686523438,6782.783909440064
B,0.009404182434082031,6805.482608254741
C,0.0037577152252197266,17031.625912061416
A,0.009024381637573242,7091.898655253494
C,0.007894515991210938,8106.893452524764
C,0.007988452911376953,8011.563779621561
B,0.00941014289855957,6801.171957738985
B,0.009510517120361328,6729.392228628729
B,0.009265661239624023,6907.224249285953
B,0.008030414581298828,7969.700611602637
B,0.009222745895385742,6939.364992373911
B,0.009036540985107422,7082.355970661179
B,0.00907444953918457,7052.7693964951
B,0.009234189987182617,6930.764916991558
B,0.009509086608886719,6730.404573262461
B,0.0030388832092285156,21060.36842931116
B,0.0021398067474365234,29909.243008356545
B,0.003631591796875,17623.126050420167
B,0.007837772369384766,8165.585447466083
B,0.003603696823120117,17759.540588819054
B,0.0012369155883789062,51741.6067848882
B,0.003933906555175781,16268.815515151515
B,0.0029230117797851562,21895.22479608483
B,0.004362344741821289,14671.009236486856
B,0.009299039840698242,6882.430992487757
B,0.008498668670654297,7530.591258486225
B,0.009119987487792969,7017.553487399352
B,0.009196281433105469,6959.33464689412
B,0.010601520538330078,6036.869878109117
B,0.009161949157714844,6985.413136254814
B,0.007070302963256836,9051.945911313438
B,0.00910639762878418,7028.0260767116115
B,0.007911205291748047,8089.791332650232
B,0.008842706680297852,7237.602955054059
B,0.007858037948608398,8144.526715009557
B,0.009395360946655273,6811.8724084553505
B,0.0059223175048828125,10806.580354267311
B,0.009425878524780273,6789.818034652839
B,0.016041994094848633,3989.5289589061454
B,0.009290456771850586,6888.789385890625
B,0.008993387222290039,7116.33986373638
B,0.0017440319061279297,36696.57634996582
B,0.008128881454467773,7873.161929901745
B,0.009235382080078125,6929.8703015282945
B,0.010170221328735352,6292.8817310171835
B,0.006196260452270508,10328.810496748625
B,0.008697509765625,7358.428070175439
B,0.0017774105072021484,36007.438765928906
B,0.009262323379516602,6909.713403176401
B,0.009319543838500977,6867.288904806979
B,0.009036779403686523,7082.169115901116
B,0.007532358169555664,8496.675086253284
A,0.009373903274536133,6827.46537121347
B,0.003079652786254883,20781.563520941396
B,0.006062507629394531,10556.68774579204
B,0.00804758071899414,7952.700598447592
B,0.0023496150970458984,27238.503906646372
B,0.00615382194519043,10400.040912789122
A,0.008843421936035156,7237.017577914375
B,0.009117841720581055,7019.20497868891
A,0.0037872791290283203,16898.67522820271
B,0.00286865234375,22310.127659574468
B,0.0038831233978271484,16481.57770000614
B,0.008020401000976562,7979.650891795482
A,0.004153013229370117,15410.497502726907
A,0.009004354476928711,7107.672200598406
A,0.008142471313476562,7860.021550714453
A,0.007265806198120117,8808.382477440526
A,0.008945703506469727,7154.272434103568
A,0.009064197540283203,7060.746383292125
A,0.0030677318572998047,20862.318800031087
A,0.009102344512939453,7031.155534601079
A,0.009058237075805664,7065.392467033401
A,0.009163379669189453,6984.322631003799
A,0.0037698745727539062,16976.69213255755
A,0.006267070770263672,10212.107433614852
A,0.009020805358886719,7094.7102230679775
A,0.009353160858154297,6842.606576599541
A,0.008367538452148438,7648.605425119672
A,0.009304523468017578,6878.374827038385
A,0.009102582931518555,7030.9713716964825
A,0.009863138198852539,6488.806981072784
A,0.009274005889892578,6901.009203558024
A,0.009719371795654297,6584.787715252907
A,0.008839845657348633,7239.945410901637
A,0.009536981582641602,6710.718632034199
A,0.009360551834106445,6837.203739079494
A,0.009470462799072266,6757.8534816978
A,0.009292364120483398,6887.3753944836435
A,0.009295225143432617,6885.255495421551
A,0.009290456771850586,6888.789385890625
A,0.009496927261352539,6739.021816082143
A,0.008744478225708008,7318.904381492488
A,0.009173393249511719,6976.6986173198875
A,0.008388280868530273,7629.692067191541
A,0.008709907531738281,7347.95401292018
A,0.009914159774780273,6455.413414135584
A,0.0024886131286621094,25717.1350833493
A,0.002366781234741211,27040.944494812127
A,0.00874948501586914,7314.716224317402
A,0.005385875701904297,11882.932979194335
A,0.009116172790527344,7020.490009415211
A,0.008858680725097656,7224.552050812789
A,0.0025763511657714844,24841.33407366278
A,0.019459962844848633,3288.803812744269
A,0.004979848861694336,12851.795662373725
A,0.009128808975219727,7010.772179999478
A,0.008404731750488281,7614.7581981164185
A,0.0025565624237060547,25033.615219621373
A,0.009669780731201172,6618.557522560284
A,0.009105920791625977,7028.3941036315555
A,0.0066454410552978516,9630.662504933089
A,0.005645275115966797,11336.914266407635
A,0.007682323455810547,8330.812984917138
A,0.007044076919555664,9085.647520731089
A,0.002193450927734375,29177.76695652174
A,0.007941961288452148,8058.462850109573
A,0.009119272232055664,7018.1038981411275
A,0.004278898239135742,14957.121301610297
A,0.009048938751220703,7072.652579438268
A,0.009163379669189453,6984.322631003799
A,0.009033679962158203,7084.598997096859
A,0.008916139602661133,7177.994384576303
A,0.00984501838684082,6500.74966701378
A,0.008544445037841797,7490.2465539371615
A,0.0015447139739990234,41431.618459638834
A,0.009045124053955078,7075.635405134693
A,0.0036242008209228516,17659.065587790275
A,0.002129793167114258,30049.866338296204
A,0.0068705081939697266,9315.17701356838
A,0.0019893646240234375,32171.075743048896
A,0.0027611255645751953,23178.953112857267
A,0.0025696754455566406,24905.86899239191
A,0.001420736312866211,45047.06427252895
A,0.009009361267089844,7103.722239864507
A,0.00914907455444336,6995.24302913431
A,0.0020532608032226562,31169.932187645147
A,0.009304046630859375,6878.727347273472
A,0.0011315345764160156,56560.357353560896
A,0.003152608871459961,20300.647054374953
A,0.002314329147338867,27653.80199855774
A,0.009284496307373047,6893.211853525756
A,0.009205341339111328,6952.485262885263
A,0.004526376724243164,14139.344535159336
A,0.008816719055175781,7258.936073553272
A,0.0029044151306152344,22035.417501231324
A,0.0025823116302490234,24783.995568276245
A,0.0017008781433105469,37627.62209139333
A,0.009069204330444336,7056.848392439339
